StudentPerformance-dataset
Hours_Studied,Attendance,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Exam_Score
9,94,Low,No,6,66,Low,Low,Public,Positive,3,No,66
13,90,High,No,4,99,High,High,Public,Neutral,4,Yes,69
8,82,High,Yes,5,86,Medium,Low,Public,Negative,3,No,64
19,74,Medium,No,7,86,High,High,Private,Positive,3,No,68
19,75,High,No,10,88,Low,Low,Public,Positive,2,No,66
18,95,Medium,No,6,81,Medium,Low,Public,Positive,3,Yes,68
14,62,High,Yes,7,79,Low,Medium,Private,Positive,2,No,62
13,100,Low,Yes,8,73,Low,Low,Public,Neutral,3,No,68
23,87,High,No,6,72,Medium,Low,Private,Negative,3,No,69
17,87,High,Yes,6,94,Medium,Low,Private,Neutral,3,No,70
22,62,Medium,Yes,7,70,Low,Low,Public,Negative,2,No,65
15,84,Medium,Yes,6,92,Medium,Medium,Public,Positive,3,No,68
21,79,High,No,4,92,Low,Low,Public,Negative,2,No,67
28,64,Medium,Yes,6,89,Medium,Low,Public,Neutral,4,No,64
24,71,Medium,No,8,52,Medium,Medium,Public,Negative,3,No,63
18,96,Low,Yes,8,57,Medium,Medium,Public,Negative,2,No,67
22,82,Low,No,9,66,Medium,Low,Private,Negative,3,No,66
19,77,Low,Yes,9,92,Medium,Low,Public,Positive,4,No,67
20,63,Medium,Yes,6,94,Medium,Medium,Public,Neutral,3,No,63
18,89,Medium,Yes,6,52,Medium,High,Public,Positive,3,No,69
19,88,High,No,6,66,Medium,Medium,Public,Positive,2,No,70
21,85,Medium,Yes,7,93,Medium,High,Public,Neutral,4,No,70
14,80,Medium,No,6,62,Medium,High,Private,Negative,2,No,65
14,77,Low,No,7,99,Low,Medium,Public,Positive,2,No,64
12,84,High,Yes,6,74,High,Medium,Public,Negative,3,No,67
10,69,Medium,No,8,97,Medium,Medium,Private,Negative,3,No,61
13,98,High,Yes,6,71,Medium,Low,Private,Positive,1,No,70
21,84,Low,No,6,66,High,High,Private,Positive,4,Yes,68
15,72,Medium,Yes,8,68,High,Medium,Public,Positive,2,No,64
23,78,Medium,No,8,94,Medium,High,Private,Neutral,2,Yes,68
20,92,Low,No,7,67,Low,Medium,Public,Positive,5,No,68
8,66,High,Yes,8,83,Medium,Low,Private,Positive,4,No,63
24,72,Medium,Yes,8,73,Low,Low,Public,Positive,2,No,65
25,87,Medium,Yes,10,97,Medium,Low,Private,Neutral,3,Yes,69
14,73,High,No,8,58,Medium,Low,Public,Negative,2,No,63
23,92,Medium,Yes,10,71,Medium,Low,Public,Neutral,3,No,69
15,65,Low,Yes,7,56,Medium,High,Private,Positive,3,Yes,61
21,91,High,Yes,9,79,Medium,Low,Private,Neutral,3,No,69
12,63,Medium,No,9,70,Low,High,Public,Positive,3,No,62
9,61,High,Yes,7,53,Medium,Medium,Public,Positive,2,Yes,58
18,96,High,Yes,6,92,Medium,Medium,Public,Positive,3,No,71
19,83,Low,No,6,69,Medium,Medium,Private,Positive,2,No,69
18,74,Medium,No,8,75,High,High,Public,Positive,3,No,68
13,69,Low,No,5,70,Medium,Medium,Private,Negative,2,No,61
18,85,Medium,Yes,6,74,Medium,Low,Private,Negative,2,No,67
22,80,High,Yes,9,51,Medium,Medium,Public,Negative,3,No,68
20,100,Medium,Yes,8,91,Medium,Low,Public,Positive,3,No,72
21,99,Low,Yes,4,67,Medium,Medium,Private,Negative,4,No,71
16,85,Medium,Yes,5,86,Low,Medium,Public,Positive,2,No,67
27,78,Medium,No,10,53,Medium,Medium,Private,Neutral,4,Yes,68
13,80,Medium,No,9,76,Medium,High,Public,Neutral,2,No,64
23,87,High,No,6,95,High,High,Private,Positive,0,No,73
27,64,Medium,Yes,5,70,Medium,Low,Public,Positive,4,No,65
23,73,High,No,5,60,High,Medium,Private,Positive,2,No,67
19,63,Medium,Yes,8,55,Low,Medium,Private,Positive,4,No,63
17,63,Medium,Yes,10,93,Medium,Low,Public,Positive,2,Yes,63
26,68,Medium,Yes,10,62,High,Medium,Public,Neutral,2,No,69
11,79,High,Yes,5,99,Medium,High,Public,Positive,3,No,68
14,91,Medium,Yes,7,62,Medium,Low,Public,Neutral,2,No,68
18,79,High,Yes,6,74,Medium,Low,Public,Positive,4,No,69
27,73,High,Yes,7,73,High,High,Public,Negative,3,No,73
22,63,High,Yes,5,53,High,Low,Public,Negative,2,No,66
14,82,Medium,Yes,6,77,Medium,Medium,Public,Positive,3,No,68
18,71,Medium,No,6,84,Medium,Medium,Public,Neutral,2,No,65
16,85,Medium,No,8,87,High,Low,Private,Negative,3,No,67
16,99,Medium,No,6,76,Low,Medium,Private,Positive,4,No,70
26,64,High,No,6,91,Medium,Low,Private,Neutral,4,No,66
12,68,High,No,8,88,High,Low,Public,Negative,3,No,64
30,79,High,No,9,60,Medium,Low,Public,Neutral,3,No,69
25,99,Medium,No,10,70,Medium,Medium,Public,Positive,5,No,71
27,91,Low,No,8,57,Medium,Low,Private,Neutral,4,No,68
17,96,Medium,No,7,57,Low,Medium,Private,Negative,3,No,68
19,73,Medium,Yes,9,86,High,Medium,Public,Positive,3,No,66
11,100,High,No,9,77,Medium,Medium,Public,Positive,3,No,70
17,64,High,No,8,80,Medium,High,Public,Positive,2,No,65
23,62,Low,Yes,5,87,Medium,Medium,Public,Negative,4,No,63
28,94,Medium,Yes,9,64,Medium,Medium,Public,Neutral,3,No,70
13,97,Medium,Yes,8,70,Medium,High,Private,Neutral,2,No,67
18,64,Medium,No,6,80,Medium,Medium,Public,Positive,5,Yes,63
19,65,Medium,No,6,55,Medium,Low,Public,Positive,3,No,64
12,61,Medium,Yes,8,92,Medium,High,Public,Neutral,4,Yes,60
24,64,Medium,Yes,4,67,Low,Low,Public,Neutral,1,No,62
16,68,High,No,7,83,High,Low,Public,Positive,2,No,65
19,99,Low,No,6,100,Medium,High,Private,Negative,3,No,69
17,87,High,Yes,6,74,Low,Low,Private,Neutral,3,No,68
15,91,Medium,No,6,61,Medium,Medium,Public,Positive,2,No,66
20,91,High,Yes,5,61,Low,Low,Public,Positive,2,No,72
19,81,High,Yes,9,53,Medium,High,Public,Positive,3,No,68
18,92,Medium,No,4,88,Medium,High,Public,Neutral,2,No,69
16,84,Medium,No,7,65,Low,High,Public,Negative,3,No,65
22,73,Medium,Yes,6,59,Low,Low,Public,Positive,1,No,65
30,82,Medium,Yes,10,86,Low,Low,Public,Neutral,4,No,70
21,81,Low,Yes,7,65,High,Medium,Public,Positive,2,No,67
26,93,Medium,No,4,80,Medium,Low,Private,Positive,3,Yes,73
12,99,High,No,8,71,Medium,Medium,Public,Neutral,2,No,70
21,76,Medium,Yes,5,67,Medium,High,Private,Positive,3,No,66
13,91,Medium,Yes,8,74,Medium,Low,Private,Positive,1,No,68
11,64,Medium,Yes,8,66,Medium,Low,Public,Positive,2,No,61
16,91,High,No,9,94,Low,High,Public,Positive,3,No,70
27,75,Low,Yes,7,54,Low,Medium,Public,Negative,3,No,66
26,62,Medium,Yes,8,52,Medium,Low,Public,Neutral,5,No,67
21,75,High,No,7,70,High,Medium,Private,Neutral,3,No,69
11,84,Low,Yes,6,59,Low,Medium,Public,Positive,3,No,64
19,65,Medium,Yes,9,87,Low,High,Public,Positive,2,No,65
22,97,Medium,Yes,5,68,Low,Medium,Private,Negative,5,No,75
21,63,Medium,No,7,63,Medium,Medium,Public,Neutral,2,No,63
9,97,Medium,No,6,68,Low,Medium,Private,Neutral,3,No,69
15,88,High,Yes,8,61,Low,Medium,Public,Positive,4,Yes,68
20,73,Low,Yes,6,65,Medium,High,Private,Positive,2,No,66
23,76,Medium,Yes,6,78,Low,High,Public,Positive,2,No,66
7,90,Medium,Yes,7,93,Low,Medium,Public,Neutral,3,No,66
19,84,Medium,Yes,9,69,Medium,Medium,Public,Neutral,4,No,68
21,87,Medium,Yes,6,66,Medium,Low,Public,Negative,2,No,65
25,76,High,No,6,89,High,Low,Public,Neutral,3,No,70
24,80,High,No,5,51,Medium,High,Public,Positive,2,No,68
23,100,Medium,No,6,65,Low,Medium,Public,Neutral,2,Yes,70
15,69,Medium,No,8,73,Medium,Medium,Public,Neutral,2,No,61
9,77,Low,No,7,80,Medium,Medium,Public,Positive,3,Yes,61
18,72,High,No,7,58,Low,Low,Public,Positive,0,No,64
26,91,Medium,No,10,72,Low,High,Public,Neutral,3,No,71
28,91,Medium,Yes,4,78,Low,Medium,Public,Positive,3,No,72
24,72,High,Yes,10,76,High,Low,Public,Negative,3,No,66
23,63,Medium,Yes,9,79,High,Low,Private,Negative,4,No,63
22,60,Low,No,7,83,Medium,Medium,Public,Positive,1,No,62
17,77,Medium,Yes,8,69,Low,High,Public,Neutral,3,Yes,65
19,76,Medium,Yes,6,53,Medium,Medium,Public,Positive,5,No,66
30,100,High,No,7,53,Medium,Low,Private,Neutral,3,No,72
14,79,Medium,Yes,10,93,Medium,Medium,Public,Neutral,3,No,68
30,70,Low,No,6,84,High,Medium,Public,Positive,3,No,70
18,96,Medium,Yes,7,88,Medium,Medium,Private,Negative,3,No,70
28,80,High,No,6,96,High,Low,Public,Positive,6,No,73
12,84,High,No,6,88,High,High,Public,Positive,2,No,67
24,64,Low,No,6,85,Medium,Medium,Public,Positive,2,No,65
16,75,Low,Yes,5,83,Medium,Medium,Private,Negative,3,No,65
12,98,Medium,No,7,63,Medium,High,Private,Neutral,3,Yes,65
21,84,Medium,Yes,7,98,Medium,Medium,Public,Neutral,4,No,70
26,74,Low,Yes,6,77,Medium,Medium,Private,Negative,2,No,66
15,85,Medium,Yes,4,61,Medium,Medium,Public,Neutral,1,No,65
11,96,High,No,7,60,Medium,Low,Public,Neutral,1,No,68
19,71,Medium,Yes,7,91,Medium,High,Public,Negative,1,No,66
19,80,Medium,Yes,10,63,High,Medium,Public,Neutral,2,No,65
23,98,High,Yes,7,52,Low,Low,Private,Positive,4,Yes,71
26,67,Medium,Yes,8,71,Medium,High,Private,Negative,3,No,65
20,89,Medium,Yes,6,91,High,Medium,Private,Positive,4,No,70
31,85,Medium,Yes,9,71,Low,Medium,Public,Negative,2,Yes,69
21,87,Medium,No,6,90,High,High,Public,Negative,4,No,71
18,74,High,Yes,8,91,Medium,Medium,Private,Positive,2,No,67
10,73,Medium,Yes,8,93,High,Low,Public,Positive,2,Yes,64
18,87,Low,No,8,79,High,Low,Public,Negative,4,No,82
18,69,High,Yes,10,85,Medium,High,Private,Positive,0,No,66
26,77,Medium,Yes,6,63,Low,Low,Public,Negative,4,No,66
23,68,Medium,Yes,9,55,Medium,Medium,Public,Positive,3,No,65
13,60,Medium,No,9,77,Low,Medium,Private,Positive,5,Yes,61
21,99,High,No,7,51,High,Medium,Private,Neutral,2,No,72
24,77,Medium,Yes,10,73,Medium,Medium,Public,Positive,3,No,70
29,99,Medium,Yes,7,55,Low,Medium,Private,Positive,3,No,71
25,66,Medium,Yes,7,55,Medium,Medium,Public,Neutral,2,Yes,84
25,83,High,Yes,7,94,Low,Low,Public,Positive,3,Yes,72
20,68,High,Yes,5,82,Medium,Low,Public,Positive,3,No,67
22,92,Low,No,8,82,Medium,Medium,Private,Neutral,5,No,72
27,91,High,Yes,8,70,Low,Medium,Public,Neutral,6,No,70
12,65,High,No,7,71,Medium,Low,Public,Neutral,4,No,62
18,96,Medium,Yes,10,65,Low,Medium,Public,Positive,2,No,71
15,68,Medium,No,6,72,Low,High,Public,Neutral,3,No,62
22,85,Medium,Yes,4,79,Low,Low,Public,Positive,3,No,68
27,99,Medium,No,10,59,High,Low,Public,Positive,3,No,74
16,95,High,No,9,63,Medium,Medium,Private,Positive,3,No,68
6,98,Low,No,8,75,Medium,High,Public,Neutral,3,Yes,64
18,74,Medium,Yes,6,69,Medium,Low,Public,Positive,4,No,65
25,64,Low,Yes,8,91,Medium,Low,Public,Positive,5,No,66
23,68,High,No,5,91,Low,Low,Public,Neutral,1,No,68
23,80,Medium,No,7,67,Low,Low,Public,Neutral,4,No,67
18,92,Medium,Yes,6,73,Low,Medium,Public,Neutral,5,Yes,67
12,66,High,Yes,7,99,Low,Medium,Public,Neutral,3,No,63
23,86,High,Yes,8,91,Medium,Low,Public,Negative,1,No,71
15,73,High,No,5,61,Low,Low,Private,Positive,2,No,63
33,74,Low,No,8,64,Medium,Medium,Public,Negative,3,Yes,66
23,86,Medium,No,7,54,Low,Medium,Public,Negative,2,Yes,67
17,79,High,Yes,8,84,Medium,Medium,Public,Neutral,2,No,66
16,92,Medium,Yes,7,66,High,Medium,Public,Positive,4,No,70
19,66,Medium,No,8,77,Low,Medium,Public,Negative,4,No,64
19,92,Medium,Yes,6,88,Low,High,Public,Positive,2,No,71
27,63,High,Yes,4,92,Medium,Low,Public,Neutral,3,No,68
21,68,Medium,Yes,5,66,Low,High,Private,Neutral,3,No,64
16,86,Medium,Yes,6,62,Low,Low,Public,Positive,4,No,66
31,94,Medium,No,5,92,Low,High,Private,Neutral,4,No,72
20,70,Medium,Yes,9,69,High,Medium,Public,Neutral,3,No,66
25,73,High,Yes,7,91,Medium,Medium,Public,Neutral,4,No,70
16,81,Medium,Yes,8,57,High,Medium,Private,Positive,2,No,66
22,68,Medium,No,8,96,Medium,Medium,Public,Positive,3,No,68
22,92,Low,Yes,7,74,High,Medium,Public,Positive,4,No,70
9,91,Medium,No,10,59,High,Low,Private,Positive,2,No,64
32,66,High,Yes,10,77,High,Medium,Public,Neutral,1,No,71
28,79,High,Yes,9,94,Low,Low,Private,Positive,5,No,72
18,91,Medium,Yes,6,69,Medium,Low,Public,Positive,2,No,71
13,73,Low,No,9,59,Medium,Medium,Public,Neutral,4,No,63
22,85,Medium,Yes,4,79,Medium,High,Public,Positive,2,No,68
21,62,Medium,No,9,92,Medium,Medium,Private,Positive,4,Yes,63
22,84,Medium,No,4,56,Medium,High,Private,Positive,2,No,66
21,66,Medium,Yes,7,52,High,Medium,Public,Neutral,3,No,63
23,93,High,No,9,53,High,Low,Private,Neutral,4,No,72
29,74,High,Yes,8,62,High,Low,Public,Positive,3,Yes,70
23,71,Medium,Yes,5,50,Medium,Low,Public,Positive,1,No,65
14,94,High,Yes,7,71,Medium,Medium,Private,Negative,3,Yes,67
28,62,High,No,8,85,Medium,Low,Public,Positive,3,No,66
30,76,Medium,Yes,7,86,Medium,Medium,Public,Neutral,2,Yes,69
39,75,High,Yes,6,82,High,High,Public,Negative,3,No,73
13,71,High,Yes,8,65,High,Medium,Public,Neutral,4,No,66
21,96,Medium,Yes,9,87,Medium,Medium,Public,Neutral,6,Yes,70
8,90,High,No,7,79,High,Low,Public,Negative,4,No,68
23,63,Medium,Yes,9,93,Medium,Medium,Private,Positive,2,No,65
17,89,Medium,No,7,74,Medium,Low,Private,Positive,2,No,67
32,81,Medium,No,6,59,High,High,Public,Neutral,2,No,71
15,96,High,No,9,82,Medium,Low,Private,Neutral,3,No,70
10,73,Low,Yes,9,58,Low,Low,Private,Negative,3,No,61
17,83,Medium,Yes,6,98,Medium,Medium,Public,Positive,3,No,69
8,80,Medium,Yes,6,85,Medium,Low,Public,Negative,3,No,63
25,80,Medium,Yes,10,88,Low,Low,Private,Negative,2,No,67
8,78,Medium,Yes,7,84,Medium,Medium,Public,Positive,2,No,65
20,68,Medium,Yes,7,55,High,Low,Public,Positive,3,Yes,63
8,90,Medium,No,7,73,High,High,Private,Negative,4,No,67
18,78,High,Yes,9,83,Medium,Low,Private,Negative,2,No,66
30,98,Medium,Yes,10,61,Medium,Low,Public,Positive,3,No,72
22,70,High,No,7,84,Low,Low,Public,Positive,5,No,68
15,87,Medium,Yes,10,91,Medium,Low,Public,Neutral,4,No,67
20,98,Medium,Yes,6,64,Medium,High,Private,Positive,3,No,72
20,87,High,Yes,7,60,Medium,Low,Public,Positive,2,Yes,66
23,95,Medium,Yes,8,94,Medium,Medium,Public,Positive,4,No,73
12,93,High,Yes,6,50,Low,High,Public,Positive,3,No,71
24,74,Low,Yes,8,63,High,Low,Public,Positive,3,No,65
4,84,Medium,Yes,6,70,Medium,Medium,Private,Neutral,4,No,65
16,66,Medium,Yes,5,84,Medium,Medium,Private,Neutral,3,No,65
17,81,Medium,Yes,4,100,Low,Medium,Private,Neutral,2,No,68
24,69,Medium,No,7,69,Medium,High,Public,Positive,3,No,70
20,90,Low,Yes,8,97,Low,Medium,Private,Neutral,2,No,68
12,81,Medium,Yes,5,68,High,Low,Private,Negative,2,No,62
14,76,Medium,No,7,85,High,Low,Private,Neutral,3,No,66
21,71,Medium,No,7,58,Low,Low,Public,Negative,5,No,65
20,100,Medium,Yes,7,73,Medium,Low,Public,Neutral,4,No,71
17,63,Medium,No,6,94,Low,Medium,Public,Negative,2,No,61
17,62,Medium,No,7,66,High,High,Public,Neutral,4,No,63
24,69,High,Yes,7,55,Low,Medium,Public,Neutral,4,No,67
17,99,Medium,No,8,76,Low,High,Public,Positive,4,No,70
19,99,Medium,Yes,5,72,Low,Medium,Private,Neutral,4,No,73
33,86,Medium,No,7,61,Medium,High,Public,Positive,3,No,72
11,95,Medium,Yes,5,95,Low,Low,Public,Positive,3,No,69
9,69,Medium,Yes,7,80,Medium,Medium,Private,Neutral,3,No,61
25,99,Medium,No,5,67,Medium,Low,Public,Neutral,3,No,71
16,66,Medium,Yes,6,100,Medium,Medium,Public,Neutral,3,No,64
18,64,Medium,Yes,7,57,Medium,High,Public,Neutral,3,No,61
15,64,Medium,No,6,92,Low,Low,Public,Negative,4,No,63
18,83,Low,Yes,9,62,High,Low,Public,Negative,2,No,65
30,91,Medium,No,9,62,Low,Low,Public,Negative,4,No,73
25,75,Low,Yes,8,75,High,High,Private,Negative,4,Yes,68
25,99,Medium,No,8,83,Medium,Medium,Public,Neutral,2,No,72
12,77,Low,Yes,7,85,Medium,Medium,Public,Positive,3,No,62
13,66,Medium,Yes,9,51,Low,Medium,Private,Positive,2,No,63
3,79,Medium,Yes,7,64,Low,Medium,Public,Negative,3,No,58
15,87,Medium,No,10,83,Medium,High,Private,Positive,3,No,68
26,93,High,Yes,6,94,Low,Medium,Public,Negative,2,No,74
23,78,Medium,Yes,5,83,Medium,Medium,Public,Positive,3,No,68
19,84,Medium,Yes,5,63,Medium,High,Private,Positive,2,No,67
20,71,Medium,Yes,5,75,Low,Medium,Private,Positive,4,No,65
16,86,Low,Yes,5,82,Low,Low,Public,Neutral,4,No,63
21,99,Low,No,7,57,High,Medium,Public,Neutral,2,No,71
25,62,Low,Yes,8,77,Medium,Medium,Public,Negative,4,No,62
10,95,Low,Yes,7,74,High,Low,Public,Negative,3,No,66
22,82,Medium,No,5,67,Low,Low,Private,Neutral,1,Yes,65
26,70,Medium,No,6,81,Low,Low,Public,Neutral,3,No,66
18,98,Low,No,8,82,Medium,Medium,Public,Negative,3,No,71
24,79,High,No,6,99,High,Low,Public,Negative,3,No,68
37,73,High,Yes,6,71,Medium,High,Public,Positive,5,No,72
19,67,High,No,5,77,Medium,Medium,Private,Negative,4,No,66
22,70,Low,Yes,6,58,Low,High,Public,Positive,2,No,66
16,93,High,No,6,77,High,Low,Public,Negative,1,No,67
21,85,High,Yes,7,52,Medium,High,Public,Positive,3,No,71
23,97,High,Yes,8,57,Low,High,Public,Positive,1,No,72
21,69,Medium,No,7,59,Medium,Low,Public,Neutral,3,No,64
14,65,High,No,7,82,Low,Low,Public,Negative,3,No,60
21,60,Low,No,8,78,Medium,Medium,Public,Positive,2,No,64
29,80,Low,Yes,5,90,Medium,Medium,Public,Positive,1,No,70
23,100,Low,Yes,10,73,Medium,Medium,Private,Neutral,2,No,72
26,88,High,No,6,74,Medium,Low,Public,Negative,2,No,68
19,72,Low,Yes,8,58,Medium,Medium,Public,Neutral,3,No,62
24,95,Low,No,5,87,Medium,Low,Public,Neutral,2,No,68
22,91,High,Yes,7,50,Medium,Low,Public,Positive,5,No,72
14,61,Low,Yes,7,71,Medium,Medium,Private,Neutral,1,No,60
22,93,High,No,9,59,Low,Low,Public,Positive,4,No,72
14,72,High,No,7,89,Medium,Medium,Public,Positive,3,No,65
16,66,Low,No,9,84,High,Low,Public,Positive,4,No,63
21,69,Low,Yes,7,85,Medium,Medium,Private,Positive,0,No,66
22,79,Medium,No,10,57,Low,Medium,Public,Positive,2,No,65
13,77,High,No,4,83,Medium,Medium,Public,Negative,2,No,65
26,72,High,No,8,85,Medium,Low,Public,Negative,3,No,67
23,67,Medium,No,4,50,Low,Low,Private,Positive,3,No,65
16,90,Medium,No,7,66,Medium,High,Public,Negative,3,No,67
11,100,Medium,Yes,9,54,Low,Low,Public,Negative,3,No,66
19,91,High,Yes,9,84,High,High,Public,Positive,3,Yes,71
17,72,Medium,No,8,61,Medium,Medium,Public,Neutral,4,No,64
21,70,Low,No,7,63,Medium,Medium,Public,Positive,2,No,61
18,69,High,Yes,8,54,Low,High,Private,Neutral,2,No,65
8,65,Medium,No,10,74,Medium,Medium,Private,Positive,5,No,61
18,82,Low,No,7,52,Low,Low,Public,Negative,4,No,64
18,84,High,Yes,8,92,Low,Low,Public,Negative,3,No,69
24,88,Medium,Yes,6,51,High,Medium,Public,Positive,4,No,71
16,87,Medium,No,9,53,High,Medium,Private,Neutral,5,No,70
30,72,Medium,Yes,8,82,High,Low,Public,Positive,1,No,70
9,73,Medium,Yes,6,96,Low,Low,Public,Positive,2,No,62
28,87,Medium,No,8,95,Medium,Medium,Private,Positive,3,No,73
19,74,High,No,8,54,High,Medium,Public,Positive,3,No,66
25,69,Medium,Yes,8,64,Medium,High,Public,Negative,3,No,66
20,75,Medium,No,7,76,Medium,High,Private,Negative,3,No,66
27,71,Medium,Yes,9,51,Medium,High,Public,Neutral,1,No,66
18,64,Medium,Yes,6,76,Medium,Medium,Public,Positive,4,No,65
13,93,Low,No,7,72,High,Medium,Private,Positive,2,No,67
29,94,Medium,No,7,79,Medium,Low,Private,Neutral,4,No,76
19,69,Medium,Yes,9,96,Medium,High,Private,Positive,3,No,66
21,63,Medium,Yes,6,64,Low,High,Public,Negative,3,No,63
27,90,Medium,No,7,82,Medium,Medium,Public,Positive,3,No,71
14,68,High,No,6,71,Low,Medium,Public,Positive,3,No,63
24,76,Low,Yes,7,72,Low,High,Public,Positive,2,No,67
16,63,Medium,Yes,8,82,Medium,High,Public,Neutral,3,No,63
19,69,Medium,Yes,5,98,Medium,High,Public,Neutral,4,No,66
20,92,Medium,Yes,9,93,Low,High,Public,Positive,2,No,72
11,92,Medium,Yes,8,82,High,Medium,Private,Negative,2,No,70
15,68,Low,Yes,6,73,Medium,Medium,Public,Positive,3,No,62
28,73,Medium,Yes,6,71,Medium,Medium,Private,Positive,2,No,69
25,65,Medium,Yes,9,89,Medium,Medium,Public,Neutral,3,No,66
20,63,Medium,Yes,8,61,Medium,High,Public,Neutral,3,No,64
21,100,Medium,Yes,6,79,Medium,Low,Public,Neutral,1,No,70
18,86,Medium,No,6,75,High,Low,Public,Neutral,4,No,67
28,82,High,Yes,8,82,Low,Medium,Private,Negative,2,No,71
19,91,Medium,No,8,59,High,High,Public,Neutral,2,No,69
21,94,Low,No,8,85,Medium,Medium,Public,Negative,4,No,70
27,92,Medium,Yes,7,81,Medium,Low,Public,Negative,1,No,70
15,61,Low,Yes,8,59,Medium,Medium,Public,Neutral,2,No,61
29,67,High,No,7,72,Medium,Medium,Public,Neutral,3,No,65
11,86,High,Yes,6,84,Medium,High,Private,Neutral,3,No,67
30,75,Low,Yes,9,95,Low,High,Public,Negative,5,No,70
18,99,Medium,No,8,56,Medium,Low,Private,Negative,3,No,67
19,87,High,Yes,6,50,Medium,Low,Public,Neutral,2,No,68
9,98,High,No,7,58,Medium,Medium,Public,Negative,4,No,69
17,68,Medium,No,7,99,Medium,Medium,Private,Neutral,1,No,65
14,95,Medium,Yes,6,88,Medium,Low,Public,Neutral,2,No,68
16,73,Medium,Yes,7,81,Medium,High,Public,Negative,4,No,67
19,100,High,Yes,6,57,Medium,High,Private,Positive,2,Yes,70
26,66,High,No,8,71,High,Medium,Public,Neutral,3,No,68
21,81,Medium,Yes,7,86,Medium,Low,Public,Neutral,4,No,69
22,92,Low,Yes,5,95,Low,Low,Public,Positive,3,No,70
13,77,High,Yes,7,69,Medium,Low,Private,Neutral,5,No,67
15,79,High,Yes,6,100,Medium,Low,Public,Neutral,3,No,70
31,99,Low,Yes,4,57,High,High,Public,Neutral,2,No,74
16,77,Low,Yes,7,69,Low,Low,Public,Neutral,4,No,63
30,84,Medium,Yes,9,94,Medium,Low,Private,Positive,2,Yes,72
19,62,Medium,No,7,82,Low,Low,Private,Neutral,5,Yes,62
20,94,Medium,No,8,91,Medium,Low,Public,Positive,2,No,71
26,86,Low,No,7,95,Medium,Low,Public,Negative,5,No,68
28,76,High,Yes,6,75,High,High,Public,Positive,3,No,72
19,61,High,Yes,6,62,High,High,Public,Neutral,2,No,64
18,84,Low,No,5,85,Medium,Medium,Public,Neutral,4,No,64
20,61,High,Yes,8,78,Medium,Low,Private,Positive,5,No,63
22,60,Medium,Yes,8,89,Medium,Medium,Private,Neutral,4,No,66
25,85,Medium,Yes,7,76,Medium,High,Public,Positive,2,No,71
20,68,High,Yes,4,91,High,High,Private,Positive,4,No,70
24,68,Medium,Yes,8,95,Low,Medium,Public,Positive,0,No,67
30,86,High,Yes,6,87,Medium,Low,Private,Positive,4,No,73
22,62,Medium,Yes,7,87,Medium,High,Public,Neutral,3,No,64
22,73,Medium,No,5,79,Medium,Medium,Public,Negative,1,No,65
11,66,Medium,Yes,7,74,Medium,Medium,Private,Neutral,3,No,62
4,83,Medium,No,7,99,Low,Low,Private,Neutral,3,No,64
22,86,Medium,No,4,82,Low,Low,Private,Positive,5,No,67
19,89,High,No,9,92,High,Medium,Private,Positive,3,No,74
17,70,Medium,No,7,75,Medium,Low,Private,Neutral,4,Yes,63
21,64,Low,Yes,7,78,Low,Medium,Public,Positive,4,No,64
20,63,Low,No,8,83,Low,Medium,Public,Neutral,3,No,64
27,77,High,No,7,86,High,High,Public,Negative,3,No,70
21,98,Medium,Yes,8,72,Medium,Low,Public,Positive,3,No,71
16,69,Medium,Yes,5,68,Medium,Medium,Public,Neutral,4,No,63
26,70,High,Yes,7,62,Medium,Low,Private,Negative,1,No,66
19,64,High,Yes,4,71,Medium,High,Public,Neutral,3,No,65
23,84,High,No,7,61,Medium,Medium,Public,Neutral,5,No,70
17,87,Low,Yes,9,71,Medium,Low,Public,Neutral,3,No,65
16,86,Medium,Yes,5,94,High,Medium,Public,Negative,2,No,68
21,94,High,No,6,99,Medium,Medium,Private,Neutral,2,No,72
20,79,High,Yes,4,79,Low,Medium,Private,Neutral,4,No,67
23,65,High,No,7,57,Low,High,Public,Neutral,4,No,65
18,72,Medium,No,8,71,Low,High,Public,Positive,4,No,66
9,86,High,No,8,80,Medium,Low,Public,Positive,5,No,67
17,85,Low,No,6,69,Medium,Medium,Private,Neutral,3,Yes,65
25,81,Medium,No,4,60,Medium,Medium,Private,Neutral,3,No,68
18,87,Medium,No,5,61,High,Medium,Public,Positive,1,No,68
19,85,High,Yes,9,74,Medium,High,Public,Neutral,3,No,69
26,95,Low,Yes,8,61,Medium,Medium,Private,Neutral,2,No,71
16,83,Medium,Yes,7,62,Medium,Low,Private,Neutral,1,Yes,64
11,91,High,No,7,94,Medium,Medium,Public,Neutral,3,Yes,65
19,70,Medium,No,5,89,Medium,Low,Private,Neutral,2,No,64
17,87,Medium,Yes,9,53,Low,Low,Public,Positive,3,No,67
14,96,High,No,6,66,Medium,Medium,Public,Positive,2,No,70
19,75,High,No,8,77,Medium,Low,Public,Positive,4,No,66
23,91,Medium,No,5,53,Low,Medium,Private,Negative,3,No,70
20,89,High,Yes,7,84,Low,High,Public,Neutral,4,No,70
22,62,Medium,Yes,9,69,Low,High,Private,Negative,3,No,64
